200 18000
121 141 2
47 52 3
131 171 4
158 169 5
67 75 6
71 95 7
80 192 8
82 18 9
178 65 10
101 192 1
155 166 2
33 46 3
51 1 4
6 51 5
172 28 6
67 114 7
77 24 8
76 88 9
179 89 10
86 194 1
41 163 2
50 156 3
110 170 4
23 189 5
39 67 6
108 115 7
116 19 8
75 176 9
44 192 10
22 53 1
122 42 2
68 17 3
155 107 4
166 30 5
135 150 6
146 147 7
159 137 8
196 190 9
17 166 10
90 31 1
126 8 2
152 176 3
160 99 4
115 54 5
116 106 6
123 136 7
43 92 8
9 99 9
168 100 10
102 147 1
197 171 2
163 101 3
143 79 4
47 66 5
83 46 6
88 73 7
135 98 8
143 149 9
118 54 10
197 152 1
99 142 2
112 50 3
37 47 4
9 153 5
39 47 6
90 54 7
114 188 8
126 183 9
189 124 10
22 187 1
163 182 2
173 91 3
80 26 4
59 136 5
85 198 6
11 199 7
141 75 8
112 135 9
134 140 10
106 182 1
131 60 2
195 128 3
75 54 4
200 17 5
161 46 6
44 91 7
106 38 8
1 170 9
10 27 10
83 100 1
57 21 2
105 107 3
185 156 4
43 174 5
79 168 6
44 131 7
57 54 8
68 111 9
37 200 10
92 95 1
69 46 2
122 111 3
6 49 4
32 147 5
3 114 6
59 12 7
85 89 8
40 147 9
131 118 10
88 171 1
3 10 2
69 80 3
153 129 4
74 100 5
177 28 6
22 174 7
75 129 8
81 181 9
113 42 10
178 118 1
187 107 2
39 60 3
15 10 4
121 47 5
162 150 6
141 34 7
69 198 8
22 80 9
142 139 10
126 98 1
112 75 2
110 29 3
23 161 4
144 114 5
166 107 6
18 90 7
53 66 8
189 80 9
189 86 10
6 70 1
186 100 2
138 120 3
178 17 4
58 31 5
28 164 6
101 107 7
104 173 8
93 10 9
47 16 10
56 153 1
183 120 2
104 199 3
33 127 4
74 115 5
152 46 6
179 93 7
56 167 8
184 124 9
179 97 10
166 95 1
45 69 2
116 104 3
160 100 4
90 136 5
174 28 6
104 16 7
17 138 8
191 133 9
27 95 10
5 165 1
69 100 2
110 102 3
6 135 4
146 162 5
194 196 6
58 66 7
35 175 8
55 129 9
94 66 10
35 147 1
41 133 2
43 34 3
35 145 4
189 118 5
43 21 6
41 21 7
145 78 8
116 105 9
173 127 10
162 132 1
98 149 2
37 194 3
158 38 4
143 163 5
74 167 6
166 132 7
87 136 8
106 127 9
140 153 10
185 182 1
117 190 2
110 176 3
81 28 4
158 161 5
140 188 6
117 38 7
55 102 8
135 124 9
50 191 10
178 130 1
10 78 2
49 173 3
59 178 4
54 199 5
189 166 6
50 164 7
25 128 8
126 67 9
75 138 10
25 150 1
141 104 2
51 64 3
84 137 4
172 199 5
177 73 6
126 15 7
68 122 8
39 154 9
7 29 10
112 142 1
104 88 2
78 101 3
67 131 4
123 177 5
161 199 6
135 149 7
92 139 8
83 177 9
83 68 10
45 122 1
4 129 2
94 41 3
131 182 4
34 62 5
68 196 6
46 13 7
90 151 8
167 54 9
36 100 10
49 58 1
101 64 2
61 145 3
69 65 4
121 163 5
76 150 6
74 7 7
135 56 8
94 148 9
7 173 10
140 60 1
78 170 2
37 153 3
116 38 4
45 171 5
59 9 6
155 172 7
72 111 8
140 193 9
15 129 10
145 194 1
5 81 2
172 58 3
86 138 4
103 29 5
49 196 6
69 107 7
125 66 8
99 20 9
121 193 10
93 30 1
69 151 2
17 164 3
69 110 4
110 54 5
52 90 6
134 130 7
196 193 8
49 129 9
102 25 10
110 120 1
140 42 2
142 20 3
38 13 4
197 30 5
43 155 6
108 163 7
1 199 8
98 198 9
57 10 10
87 1 1
55 9 2
15 50 3
46 92 4
6 57 5
152 159 6
10 40 7
78 4 8
55 11 9
12 119 10
69 164 1
103 174 2
76 174 3
186 190 4
85 181 5
89 122 6
51 132 7
45 62 8
116 165 9
115 64 10
154 165 1
41 156 2
52 110 3
89 113 4
50 167 5
71 149 6
3 89 7
34 118 8
74 154 9
194 137 10
1 54 1
8 122 2
68 2 3
110 178 4
41 161 5
146 35 6
77 111 7
170 29 8
123 103 9
125 26 10
186 165 1
1 110 2
51 175 3
8 37 4
128 27 5
25 91 6
177 33 7
196 167 8
5 119 9
12 132 10
93 86 1
121 111 2
41 11 3
122 124 4
74 194 5
121 78 6
116 51 7
179 99 8
184 90 9
196 65 10
10 36 1
146 74 2
55 95 3
73 165 4
6 43 5
72 199 6
43 35 7
1 80 8
38 46 9
44 26 10
164 148 1
83 183 2
53 32 3
89 48 4
37 87 5
8 119 6
2 64 7
179 80 8
59 171 9
87 84 10
41 139 1
115 129 2
103 138 3
197 63 4
46 64 5
28 27 6
200 199 7
59 1 8
22 17 9
170 119 10
15 196 1
90 167 2
200 183 3
73 142 4
141 8 5
94 2 6
110 27 7
115 173 8
113 174 9
110 31 10
67 156 1
126 115 2
110 11 3
68 177 4
14 158 5
62 92 6
71 80 7
116 48 8
18 164 9
99 92 10
146 194 1
24 7 2
63 131 3
41 111 4
52 111 5
51 190 6
178 66 7
16 66 8
41 169 9
10 31 10
104 182 1
33 42 2
169 91 3
10 145 4
72 142 5
68 98 6
57 108 7
79 117 8
63 136 9
33 131 10
131 138 1
50 120 2
17 169 3
134 107 4
5 198 5
24 46 6
59 26 7
74 77 8
158 139 9
140 139 10
171 136 1
35 186 2
122 129 3
88 136 4
22 12 5
97 92 6
28 111 7
19 182 8
59 149 9
110 161 10
53 108 1
93 130 2
87 148 3
85 35 4
155 105 5
118 107 6
37 127 7
35 200 8
171 54 9
102 42 10
123 86 1
185 122 2
84 162 3
21 187 4
74 193 5
78 198 6
28 132 7
191 7 8
114 199 9
92 136 10
163 165 1
36 173 2
24 80 3
182 195 4
135 73 5
49 130 6
189 153 7
46 66 8
93 129 9
166 139 10
114 129 1
47 60 2
86 136 3
10 159 4
121 178 5
43 84 6
63 102 7
197 130 8
22 86 9
58 156 10
41 187 1
172 137 2
83 62 3
70 38 4
63 31 5
158 137 6
110 64 7
128 95 8
134 40 9
21 79 10
155 130 1
144 139 2
47 67 3
12 189 4
1 168 5
189 164 6
162 31 7
24 173 8
141 22 9
3 86 10
80 193 1
167 180 2
41 13 3
61 164 4
94 75 5
168 186 6
43 90 7
8 175 8
12 166 9
76 153 10
79 11 1
8 176 2
155 62 3
69 167 4
82 147 5
145 113 6
154 138 7
1 160 8
53 180 9
61 1 10
53 167 1
2 89 2
137 127 3
44 151 4
140 21 5
152 42 6
67 36 7
45 22 8
7 119 9
19 80 10
56 175 1
98 174 2
184 150 3
19 4 4
141 177 5
74 145 6
155 133 7
46 137 8
85 133 9
151 154 10
58 99 1
87 175 2
46 139 3
34 1 4
141 60 5
17 139 6
103 136 7
6 100 8
52 135 9
40 173 10
6 32 1
87 31 2
160 147 3
17 60 4
62 120 5
142 65 6
42 169 7
163 183 8
17 119 9
22 65 10
160 187 1
38 129 2
12 180 3
25 163 4
197 173 5
152 169 6
18 30 7
197 61 8
59 124 9
83 136 10
93 88 1
58 73 2
62 187 3
15 137 4
8 82 5
110 168 6
139 181 7
194 186 8
88 164 9
18 184 10
102 58 1
47 165 2
23 53 3
22 111 4
168 142 5
84 165 6
73 181 7
160 118 8
105 124 9
52 150 10
23 128 1
87 27 2
154 91 3
6 182 4
144 132 5
9 107 6
58 11 7
196 137 8
66 20 9
39 190 10
192 138 1
179 10 2
99 119 3
60 101 4
5 188 5
94 119 6
193 199 7
194 180 8
49 137 9
8 52 10
52 176 1
146 102 2
118 130 3
62 111 4
160 174 5
105 194 6
2 19 7
171 32 8
116 157 9
172 26 10
34 98 1
136 198 2
81 172 3
145 163 4
18 101 5
40 73 6
15 173 7
145 84 8
116 129 9
1 91 10
131 175 1
182 65 2
143 108 3
175 166 4
169 129 5
56 171 6
63 48 7
44 11 8
55 103 9
62 33 10
35 183 1
55 19 2
144 175 3
96 70 4
173 183 5
184 183 6
19 168 7
169 190 8
109 18 9
61 107 10
82 184 1
7 73 2
166 9 3
3 6 4
94 50 5
177 89 6
37 198 7
126 194 8
96 142 9
101 129 10
141 117 1
146 84 2
48 119 3
193 137 4
179 58 5
147 136 6
44 130 7
21 113 8
61 87 9
188 199 10
102 46 1
55 142 2
123 122 3
52 181 4
24 98 5
11 198 6
14 114 7
25 148 8
132 137 9
87 30 10
80 81 1
155 36 2
79 153 3
110 162 4
114 76 5
104 46 6
17 28 7
114 31 8
112 137 9
116 36 10
161 154 1
158 26 2
174 175 3
5 44 4
145 118 5
63 142 6
86 40 7
112 100 8
136 181 9
110 138 10
48 149 1
87 178 2
22 34 3
93 185 4
23 35 5
45 58 6
191 95 7
96 84 8
16 145 9
15 60 10
38 118 1
12 69 2
2 148 3
108 26 4
188 17 5
2 105 6
71 21 7
94 32 8
53 122 9
5 54 10
41 37 1
158 102 2
104 159 3
21 70 4
12 117 5
41 175 6
47 55 7
33 150 8
134 20 9
35 184 10
123 58 1
74 157 2
104 185 3
5 39 4
25 17 5
105 36 6
103 122 7
81 119 8
143 10 9
154 120 10
81 111 1
31 95 2
82 80 3
67 186 4
82 139 5
37 30 6
97 174 7
191 32 8
78 115 9
98 29 10
200 163 1
121 14 2
112 149 3
86 11 4
152 117 5
112 89 6
77 78 7
177 166 8
82 158 9
15 14 10
88 184 1
51 193 2
141 47 3
109 54 4
72 36 5
77 177 6
43 8 7
16 174 8
66 190 9
72 190 10
149 124 1
77 181 2
163 198 3
67 153 4
53 131 5
168 174 6
9 192 7
189 122 8
126 136 9
134 98 10
53 184 1
62 145 2
162 199 3
164 156 4
53 36 5
35 4 6
171 111 7
172 20 8
145 174 9
131 102 10
38 42 1
14 90 2
82 60 3
147 165 4
195 136 5
80 176 6
161 164 7
80 33 8
23 122 9
23 97 10
56 122 1
15 107 2
57 129 3
63 193 4
158 160 5
66 157 6
86 150 7
135 180 8
37 196 9
50 27 10
40 58 1
33 100 2
10 171 3
57 2 4
126 76 5
11 42 6
26 199 7
200 30 8
36 40 9
106 193 10
49 76 1
177 69 2
39 59 3
62 9 4
113 117 5
172 29 6
140 128 7
176 195 8
44 190 9
158 54 10
125 39 1
34 97 2
36 11 3
12 170 4
28 148 5
45 173 6
78 128 7
75 20 8
108 188 9
157 190 10
194 160 1
185 31 2
99 176 3
75 92 4
87 188 5
21 142 6
51 88 7
61 27 8
112 36 9
99 111 10
45 117 1
104 42 2
67 54 3
144 128 4
5 115 5
142 120 6
112 122 7
105 9 8
18 66 9
131 157 10
146 129 1
139 129 2
89 60 3
191 30 4
197 138 5
194 142 6
82 133 7
72 73 8
163 117 9
21 157 10
19 188 1
144 37 2
199 136 3
129 120 4
52 163 5
33 183 6
113 111 7
134 77 8
74 120 9
125 46 10
82 181 1
47 80 2
98 58 3
97 70 4
118 122 5
53 29 6
46 132 7
125 77 8
108 88 9
41 28 10
63 157 1
23 90 2
154 183 3
59 108 4
50 89 5
191 84 6
70 171 7
58 193 8
53 192 9
126 153 10
41 77 1
166 156 2
98 139 3
87 187 4
98 176 5
86 153 6
38 30 7
193 173 8
197 188 9
185 164 10
77 142 1
44 182 2
10 17 3
174 124 4
52 130 5
137 124 6
15 54 7
45 80 8
102 175 9
15 176 10
79 38 1
51 161 2
185 27 3
2 17 4
14 172 5
47 81 6
37 165 7
78 174 8
94 79 9
50 162 10
14 163 1
135 158 2
55 4 3
42 27 4
110 173 5
159 4 6
10 194 7
56 131 8
47 19 9
57 130 10
50 12 1
72 162 2
3 124 3
133 115 4
123 82 5
143 147 6
3 150 7
72 151 8
184 182 9
94 57 10
178 170 1
159 64 2
79 88 3
107 100 4
82 163 5
146 14 6
141 48 7
178 75 8
82 99 9
49 100 10
106 65 1
57 66 2
71 197 3
189 180 4
70 174 5
109 143 6
8 28 7
197 17 8
160 107 9
134 163 10
25 4 1
16 26 2
37 166 3
37 25 4
185 159 5
98 153 6
37 56 7
159 153 8
69 161 9
56 101 10
118 190 1
92 120 2
96 115 3
19 115 4
189 170 5
25 124 6
152 168 7
156 107 8
23 174 9
170 31 10
161 118 1
133 188 2
11 136 3
28 118 4
15 91 5
189 136 6
60 165 7
25 193 8
113 32 9
19 90 10
47 182 1
32 132 2
96 189 3
134 52 4
104 67 5
47 180 6
23 155 7
125 138 8
135 58 9
177 183 10
112 19 1
31 136 2
52 187 3
49 153 4
85 18 5
146 59 6
114 120 7
89 46 8
100 198 9
76 138 10
48 42 1
171 31 2
14 133 3
32 28 4
110 192 5
108 106 6
89 165 7
141 184 8
135 11 9
53 60 10
74 84 1
96 29 2
44 64 3
108 170 4
59 86 5
163 173 6
45 108 7
177 42 8
7 113 9
33 181 10
58 28 1
3 50 2
37 65 3
162 20 4
35 87 5
160 91 6
192 124 7
85 136 8
37 156 9
187 157 10
137 180 1
8 78 2
112 26 3
46 95 4
88 113 5
66 4 6
30 107 7
76 160 8
197 191 9
104 151 10
23 26 1
14 18 2
132 31 3
83 17 4
36 174 5
62 89 6
39 147 7
142 29 8
115 137 9
125 119 10
197 159 1
143 98 2
6 5 3
15 200 4
16 44 5
136 120 6
87 165 7
93 58 8
152 114 9
157 4 10
117 65 1
189 106 2
45 180 3
176 181 4
146 42 5
10 38 6
28 154 7
2 171 8
28 165 9
24 169 10
71 82 1
179 130 2
191 195 3
44 159 4
126 200 5
50 68 6
97 163 7
84 180 8
74 72 9
126 60 10
111 198 1
17 13 2
12 158 3
72 193 4
45 68 5
70 164 6
98 17 7
52 124 8
73 199 9
108 111 10
100 27 1
154 156 2
56 154 3
35 26 4
99 164 5
21 128 6
145 26 7
105 103 8
12 91 9
22 67 10
56 182 1
14 7 2
197 131 3
62 198 4
36 122 5
151 165 6
58 138 7
12 194 8
90 159 9
86 171 10
85 39 1
157 107 2
168 17 3
15 96 4
125 173 5
29 107 6
98 156 7
27 65 8
141 153 9
115 160 10
16 128 1
121 88 2
4 65 3
24 118 4
119 138 5
179 35 6
68 69 7
139 136 8
155 88 9
112 58 10
104 158 1
1 172 2
37 64 3
194 192 4
152 33 5
148 122 6
51 28 7
191 91 8
80 102 9
144 148 10
98 114 1
43 118 2
21 105 3
162 75 4
83 196 5
85 62 6
113 138 7
112 189 8
171 164 9
81 184 10
3 127 1
34 184 2
109 40 3
55 187 4
86 158 5
39 10 6
108 91 7
5 114 8
87 48 9
149 154 10
71 156 1
140 184 2
38 156 3
121 160 4
18 153 5
87 164 6
158 44 7
134 58 8
62 25 9
148 42 10
158 190 1
186 167 2
29 138 3
35 92 4
129 65 5
14 117 6
77 185 7
112 59 8
70 100 9
59 4 10
115 58 1
57 177 2
160 46 3
59 174 4
23 150 5
60 190 6
133 166 7
179 87 8
80 7 9
76 54 10
35 50 1
163 181 2
62 189 3
44 46 4
122 181 5
87 54 6
119 101 7
159 139 8
10 200 9
14 40 10
51 11 1
6 84 2
141 200 3
109 129 4
45 145 5
36 180 6
3 88 7
106 196 8
116 196 9
155 70 10
117 9 1
172 76 2
145 150 3
116 34 4
67 136 5
123 97 6
87 170 7
55 183 8
37 63 9
103 198 10
126 68 1
10 120 2
125 167 3
53 83 4
74 118 5
163 20 6
17 180 7
179 138 8
77 151 9
48 130 10
96 59 1
134 187 2
186 101 3
15 157 4
161 28 5
108 132 6
56 138 7
185 48 8
81 31 9
14 49 10
185 176 1
33 75 2
63 57 3
57 176 4
104 193 5
83 184 6
3 83 7
88 128 8
25 178 9
59 97 10
68 20 1
179 32 2
35 162 3
114 130 4
44 60 5
131 9 6
175 193 7
41 68 8
184 73 9
22 113 10
134 149 1
158 142 2
75 60 3
34 153 4
67 95 5
72 136 6
145 120 7
24 170 8
191 151 9
55 84 10
122 139 1
25 136 2
50 60 3
10 176 4
81 124 5
135 60 6
133 160 7
62 163 8
93 27 9
109 102 10
63 122 1
99 13 2
123 171 3
116 185 4
96 39 5
49 119 6
99 182 7
152 171 8
149 65 9
28 4 10
174 157 1
11 169 2
163 170 3
44 66 4
116 192 5
79 80 6
66 196 7
164 60 8
75 193 9
66 193 10
163 176 1
38 138 2
45 71 3
34 67 4
144 191 5
108 174 6
126 124 7
6 187 8
147 186 9
33 101 10
158 11 1
93 194 2
110 70 3
10 156 4
145 48 5
34 20 6
45 95 7
144 18 8
141 27 9
141 52 10
53 190 1
51 135 2
177 84 3
112 113 4
141 166 5
182 107 6
110 86 7
16 36 8
6 14 9
133 192 10
49 148 1
87 169 2
93 172 3
163 157 4
24 178 5
48 91 6
53 118 7
24 76 8
94 61 9
32 180 10
182 31 1
42 139 2
24 111 3
88 95 4
57 56 5
39 98 6
159 127 7
8 134 8
94 95 9
79 4 10
70 92 1
111 129 2
106 180 3
5 41 4
19 174 5
39 175 6
132 136 7
29 65 8
135 188 9
145 32 10
5 107 1
97 171 2
58 180 3
1 189 4
152 17 5
84 139 6
15 100 7
1 194 8
49 59 9
39 69 10
112 190 1
71 26 2
75 130 3
196 64 4
89 117 5
189 157 6
109 90 7
87 79 8
140 57 9
146 44 10
72 188 1
146 112 2
43 200 3
115 91 4
2 139 5
125 60 6
92 111 7
171 192 8
71 84 9
73 196 10
176 169 1
98 163 2
85 73 3
133 64 4
152 88 5
51 142 6
113 192 7
3 70 8
110 151 9
71 166 10
185 68 1
24 30 2
126 185 3
87 184 4
173 139 5
5 112 6
166 11 7
37 52 8
1 7 9
97 73 10
47 177 1
74 172 2
85 172 3
37 57 4
158 129 5
190 65 6
188 164 7
81 103 8
82 177 9
104 21 10
47 91 1
111 4 2
37 58 3
192 199 4
56 66 5
141 109 6
26 156 7
177 120 8
188 153 9
96 99 10
60 192 1
70 42 2
1 2 3
88 75 4
22 118 5
146 95 6
145 80 7
135 162 8
51 200 9
126 103 10
83 90 1
85 86 2
37 191 3
162 193 4
40 148 5
105 193 6
200 130 7
200 166 8
87 193 9
12 150 10
8 57 1
92 186 2
104 54 3
40 91 4
79 13 5
169 54 6
72 173 7
114 110 8
163 167 9
76 26 10
184 156 1
109 156 2
145 99 3
86 183 4
120 130 5
141 172 6
63 153 7
97 29 8
37 129 9
26 162 10
41 87 1
172 161 2
102 90 3
26 195 4
187 111 5
141 20 6
8 16 7
94 47 8
8 159 9
34 21 10
174 136 1
76 162 2
68 168 3
102 99 4
197 180 5
85 57 6
133 181 7
82 26 8
15 23 9
98 159 10
57 195 1
145 79 2
37 11 3
30 136 4
55 174 5
17 136 6
100 139 7
1 13 8
40 157 9
93 163 10
114 46 1
94 33 2
194 154 3
45 35 4
80 153 5
188 27 6
73 132 7
146 168 8
108 38 9
115 175 10
128 130 1
189 65 2
39 42 3
106 190 4
72 145 5
6 139 6
134 27 7
46 159 8
97 159 9
90 199 10
41 191 1
146 103 2
194 198 3
81 176 4
179 134 5
103 73 6
10 138 7
200 154 8
55 32 9
167 157 10
193 31 1
67 188 2
144 90 3
98 91 4
155 182 5
50 80 6
142 148 7
189 31 8
67 4 9
157 153 10
179 157 1
98 158 2
197 133 3
25 90 4
53 156 5
6 143 6
72 195 7
144 106 8
129 136 9
144 35 10
85 6 1
59 28 2
62 75 3
2 32 4
146 32 5
33 110 6
89 196 7
197 47 8
28 162 9
96 200 10
81 86 1
155 113 2
104 77 3
38 91 4
152 138 5
83 103 6
61 66 7
147 13 8
41 165 9
144 43 10
168 153 1
68 115 2
171 163 3
24 64 4
126 86 5
45 152 6
72 75 7
114 20 8
55 154 9
191 24 10
58 186 1
29 153 2
99 31 3
37 106 4
19 73 5
112 55 6
62 147 7
3 71 8
132 107 9
94 191 10
6 90 1
114 101 2
66 138 3
16 31 4
28 99 5
21 132 6
89 137 7
152 19 8
71 129 9
50 58 10
187 165 1
28 54 2
13 65 3
57 92 4
173 198 5
158 119 6
47 26 7
82 47 8
133 40 9
133 114 10
51 129 1
14 87 2
147 139 3
26 137 4
22 163 5
172 48 6
9 180 7
7 195 8
86 4 9
175 9 10
133 124 1
188 102 2
8 83 3
52 138 4
188 167 5
93 170 6
155 48 7
171 165 8
51 113 9
123 36 10
85 149 1
1 171 2
41 72 3
125 79 4
112 33 5
34 64 6
117 100 7
146 61 8
121 192 9
58 153 10
57 79 1
105 156 2
188 111 3
108 11 4
119 54 5
125 72 6
114 165 7
127 136 8
197 78 9
84 151 10
45 41 1
179 102 2
84 157 3
38 100 4
61 113 5
33 200 6
68 40 7
125 120 8
119 130 9
37 114 10
167 64 1
49 105 2
19 176 3
70 187 4
33 103 5
126 139 6
46 173 7
63 26 8
73 154 9
141 86 10
115 29 1
104 52 2
105 88 3
34 106 4
87 38 5
51 194 6
119 198 7
106 174 8
155 61 9
145 158 10
135 111 1
36 158 2
148 198 3
97 60 4
41 26 5
76 4 6
123 184 7
6 64 8
33 196 9
34 120 10
189 114 1
63 11 2
148 120 3
3 129 4
185 46 5
109 78 6
191 62 7
54 181 8
93 187 9
12 92 10
23 127 1
194 187 2
114 195 3
49 107 4
138 27 5
158 175 6
115 119 7
104 178 8
59 200 9
3 121 10
116 159 1
115 128 2
51 186 3
49 165 4
115 164 5
22 92 6
43 1 7
94 46 8
121 53 9
77 42 10
134 97 1
88 26 2
89 142 3
150 65 4
51 114 5
86 159 6
80 198 7
102 178 8
180 153 9
143 102 10
14 141 1
98 54 2
123 61 3
96 41 4
160 38 5
43 156 6
161 167 7
35 99 8
28 91 9
178 111 10
39 127 1
143 67 2
14 135 3
61 24 4
97 161 5
15 199 6
36 89 7
195 30 8
61 189 9
96 131 10
74 177 1
12 110 2
116 145 3
22 101 4
67 178 5
171 118 6
31 181 7
79 17 8
36 196 9
56 170 10
93 13 1
152 30 2
47 56 3
51 99 4
125 164 5
5 23 6
81 163 7
158 13 8
121 87 9
135 97 10
97 166 1
134 129 2
66 128 3
47 24 4
61 120 5
53 193 6
96 173 7
189 79 8
85 168 9
81 32 10
132 65 1
52 145 2
8 2 3
49 171 4
160 65 5
97 111 6
133 73 7
63 199 8
46 154 9
171 107 10
15 53 1
22 63 2
148 129 3
144 4 4
157 95 5
88 20 6
109 174 7
87 105 8
3 77 9
41 182 10
36 163 1
59 127 2
36 147 3
178 13 4
98 194 5
113 175 6
51 101 7
45 149 8
39 119 9
155 181 10
172 180 1
21 40 2
34 182 3
59 54 4
50 99 5
58 100 6
121 187 7
70 54 8
166 183 9
33 58 10
48 29 1
12 127 2
43 147 3
97 118 4
52 180 5
37 38 6
109 57 7
112 108 8
141 159 9
151 91 10
80 194 1
60 183 2
39 192 3
8 68 4
80 137 5
109 138 6
137 101 7
144 179 8
83 91 9
119 137 10
14 44 1
24 56 2
72 107 3
172 122 4
135 72 5
37 51 6
87 44 7
26 13 8
17 42 9
90 13 10
142 181 1
135 10 2
176 124 3
86 167 4
45 66 5
164 124 6
22 129 7
86 92 8
102 118 9
110 150 10
125 197 1
3 194 2
191 177 3
150 31 4
21 73 5
96 66 6
197 37 7
179 76 8
196 173 9
62 119 10
1 55 1
177 92 2
60 124 3
26 20 8
69 160 5
107 54 6
83 137 7
74 24 8
85 1 9
123 195 10
21 102 1
125 8 2
59 145 3
144 119 4
144 75 5
161 181 6
16 171 7
10 148 8
23 145 9
68 118 10
94 78 1
172 46 2
140 40 3
94 157 4
90 175 5
6 36 6
115 161 7
164 149 8
45 54 9
38 167 10
133 139 1
84 184 2
150 13 3
146 99 4
17 173 5
21 184 6
142 199 7
146 136 8
176 138 9
102 176 10
76 13 1
59 192 2
143 186 3
178 31 4
74 10 5
35 47 6
12 79 7
23 173 8
142 153 9
46 157 10
34 180 1
6 121 2
59 17 3
66 139 4
141 180 5
3 101 6
148 138 7
161 4 8
36 91 9
15 64 10
125 90 1
85 64 2
77 124 3
133 142 4
18 199 5
56 91 6
141 198 7
123 124 8
141 79 9
50 59 10
23 7 1
21 188 2
93 164 3
191 135 4
177 62 5
48 199 6
140 36 7
1 90 8
51 55 9
187 159 10
35 79 1
93 34 2
52 188 3
168 99 4
131 103 5
61 109 6
168 129 7
24 75 8
34 69 9
147 65 10
140 158 1
12 171 2
146 45 3
102 186 4
131 129 5
116 91 6
90 162 7
112 166 8
92 101 9
126 58 10
89 40 1
25 192 2
152 127 3
56 181 4
85 160 5
112 4 6
52 158 7
3 151 8
52 58 9
163 132 10
94 182 1
90 196 2
44 17 3
112 129 4
1 36 5
134 151 6
93 97 7
15 132 8
87 97 9
96 40 10
88 120 1
141 167 2
77 70 3
33 128 4
51 163 5
140 46 6
89 180 7
25 28 8
112 158 9
108 54 10
123 135 1
61 139 2
197 193 3
37 97 4
96 49 5
131 29 6
43 109 7
85 182 8
112 97 9
155 46 10
5 158 1
7 91 2
14 66 3
89 164 4
108 90 5
2 106 6
36 164 7
145 4 8
67 60 9
82 91 10
171 176 1
150 129 2
68 89 3
2 163 4
126 74 5
174 159 6
85 50 7
45 97 8
71 62 9
163 75 10
160 166 1
170 193 2
189 119 3
116 173 4
28 169 5
68 199 6
140 1 7
106 4 8
113 187 9
144 152 10
123 186 1
78 136 2
42 130 3
43 172 4
115 7 5
125 152 6
145 73 7
109 26 8
109 188 9
112 173 10
146 65 1
184 130 2
194 129 3
36 110 4
96 116 5
93 35 6
24 17 7
12 20 8
14 156 9
188 187 10
26 186 1
85 90 2
142 169 3
31 124 4
158 20 5
6 111 6
67 48 7
126 40 8
93 192 9
14 183 10
197 11 1
143 27 2
43 44 3
19 38 4
51 75 5
144 197 6
108 160 7
10 118 8
45 67 9
140 175 10
102 167 1
132 186 2
52 153 3
28 11 4
12 81 5
22 98 6
121 18 7
109 132 8
76 190 9
182 153 10
104 18 1
59 188 2
93 113 3
77 131 4
5 173 5
125 139 6
123 118 7
57 75 8
193 100 9
45 88 10
197 99 1
131 181 2
174 193 3
39 187 4
125 101 5
37 91 6
93 120 7
185 99 8
86 137 9
156 91 10
96 9 1
51 56 2
175 132 3
143 159 4
40 122 5
10 161 6
51 46 7
83 37 8
16 99 9
104 132 10
137 65 1
9 60 2
151 101 3
126 180 4
115 174 5
121 131 6
155 91 7
116 133 8
71 78 9
145 131 10
112 80 1
8 138 2
28 156 3
35 115 4
79 106 5
162 153 6
61 168 7
24 133 8
109 195 9
76 130 10
148 95 1
73 91 2
94 10 3
158 27 4
61 11 5
177 76 6
118 153 7
187 176 8
154 157 9
152 161 10
69 106 1
123 75 2
140 89 3
74 32 4
24 143 5
49 136 6
52 136 7
31 173 8
134 64 9
135 84 10
191 57 1
26 151 2
104 157 3
52 171 4
47 150 5
12 46 6
179 188 7
80 148 8
134 9 9
89 138 10
187 4 1
22 117 2
45 161 3
103 91 4
5 82 5
69 28 6
72 138 7
57 189 8
115 176 9
98 161 10
14 129 1
86 118 2
71 111 3
126 89 4
106 156 5
34 17 6
116 119 7
162 60 8
8 108 9
62 184 10
36 64 1
71 2 2
163 66 3
108 157 4
3 184 5
19 129 6
51 66 7
82 150 8
197 70 9
67 117 10
197 175 1
111 173 2
37 73 3
158 132 4
89 32 5
37 150 6
19 178 7
119 153 8
45 55 9
200 9 10
37 102 1
144 164 2
193 153 3
32 99 4
83 186 5
132 101 6
148 100 7
80 168 8
62 130 9
22 31 10
158 101 1
32 64 2
104 89 3
62 103 4
104 87 5
106 113 6
171 40 7
71 172 8
24 72 9
79 102 10
200 165 1
5 74 2
125 50 3
114 148 4
171 9 5
49 114 6
109 67 7
105 111 8
77 154 9
121 128 10
23 143 1
131 32 2
29 111 3
121 198 4
94 177 5
188 75 6
134 100 7
22 13 8
197 163 9
177 200 10
125 103 1
103 4 2
50 77 3
41 200 4
196 153 5
45 44 6
36 178 7
131 100 8
63 114 9
23 76 10
11 165 1
178 9 2
54 120 3
97 182 4
23 20 5
43 185 6
185 173 7
140 32 8
166 20 9
96 157 10
71 154 1
99 196 2
88 170 3
112 175 4
83 114 5
133 36 6
49 135 7
16 163 8
135 17 9
140 130 10
87 200 1
21 194 2
105 162 3
33 186 4
172 44 5
15 95 6
176 199 7
176 180 8
78 113 9
83 111 10
72 169 1
114 118 2
1 25 3
71 191 4
115 31 5
166 196 6
79 167 7
186 169 8
96 81 9
109 88 10
85 187 1
172 66 2
177 129 3
